,matrikel_num,Studienjahr,geschlecht,avgECTS_sem_before,ects_year_before,year,first_exam_negative,AHS_dummy,BHS_dummy,ausland_vorbildung_dummy,sonstige_vorbildung_dummy,delayed_dummy,num_parallel_studies,jus_dummy,bwl_dummy,years_since_matura,styria_dummy,not_styria_dummy,germany_dummy,other_foreign_dummy,years_since_18,planned_duration,full_duration_sem,full_duration_sem_before,firstGen,cum_ects_pos_before,status_key,ECTS_year,SWS_year,active_dummy,subject
3917,1104707,3.0,0,22.666666666666668,40.0,17,0.0,0,0,0,0,0,0,0.0,0.0,5.0,0,1,0,0,7.0,6,5.0,3.0,,68.0,I,45.0,24.0,1,Padagogik
3918,1104707,4.0,0,22.6,45.0,18,0.0,0,0,0,0,0,0,0.0,0.0,5.0,0,1,0,0,7.0,6,7.0,5.0,,113.0,X,43.5,23.0,1,Padagogik
380,1110090,1.0,0,0.0,,15,0.0,1,0,0,0,0,0,0.0,0.0,5.0,1,0,0,0,6.0,6,1.0,0.0,,0.0,I,16.0,9.0,1,Padagogik
3924,1110090,2.0,0,16.0,16.0,16,0.0,1,0,0,0,0,0,0.0,0.0,5.0,1,0,0,0,6.0,6,3.0,1.0,,16.0,I,17.0,10.0,1,Padagogik
3925,1110090,3.0,0,11.0,17.0,17,0.0,1,0,0,0,0,0,0.0,0.0,5.0,1,0,0,0,6.0,6,5.0,3.0,,33.0,I,8.0,4.0,0,Padagogik
3926,1110090,4.0,0,8.2,8.0,18,0.0,1,0,0,0,0,0,0.0,0.0,5.0,1,0,0,0,6.0,6,6.0,5.0,,41.0,Z,8.0,4.0,0,Padagogik
3933,1110293,6.0,0,14.555555555555555,19.0,16,0.0,1,0,0,0,1,1,0.0,0.0,1.0,1,0,0,0,1.0,6,11.0,9.0,,131.0,I,4.0,2.0,0,Padagogik
3934,1110293,7.0,0,12.272727272727272,4.0,17,0.0,1,0,0,0,1,1,0.0,0.0,1.0,1,0,0,0,1.0,6,13.0,11.0,,135.0,I,3.0,2.0,0,Padagogik
3935,1110293,8.0,0,10.615384615384617,3.0,18,0.0,1,0,0,0,1,1,0.0,0.0,1.0,1,0,0,0,1.0,6,15.0,13.0,,138.0,I,3.0,2.0,0,Padagogik
3936,1110293,9.0,0,9.4,3.0,19,0.0,1,0,0,0,1,1,0.0,0.0,1.0,1,0,0,0,1.0,6,17.0,15.0,,141.0,I,0.0,0.0,0,Padagogik
384,1110397,1.0,0,0.0,,16,0.0,0,1,0,0,0,1,0.0,0.0,5.0,1,0,0,0,7.0,6,2.0,0.0,,0.0,I,44.0,25.0,1,Padagogik
3943,1110397,2.0,0,22.0,44.0,17,0.0,0,1,0,0,0,1,0.0,0.0,5.0,1,0,0,0,7.0,6,4.0,2.0,,44.0,I,48.0,20.0,1,Padagogik
3944,1110397,3.0,0,23.0,48.0,18,0.0,0,1,0,0,0,0,0.0,0.0,5.0,1,0,0,0,7.0,6,6.0,4.0,,92.0,I,23.0,12.0,1,Padagogik
3945,1110397,4.0,0,23.0,23.0,19,0.0,0,1,0,0,0,0,0.0,0.0,5.0,1,0,0,0,7.0,6,6.80547945205479,5.0,,115.0,X,8.0,4.0,1,Padagogik
3963,1111104,6.0,0,4.95,4.0,16,0.0,0,0,0,1,0,0,0.0,0.0,2.0,1,0,0,0,26.0,6,12.0,10.0,,49.5,I,4.0,2.0,0,Padagogik
3964,1111104,7.0,0,4.458333333333333,4.0,17,0.0,0,0,0,1,0,0,0.0,0.0,2.0,1,0,0,0,26.0,6,14.0,12.0,,53.5,I,4.0,2.0,0,Padagogik
3965,1111104,8.0,0,4.107142857142857,4.0,18,0.0,0,0,0,1,0,0,0.0,0.0,2.0,1,0,0,0,26.0,6,16.0,14.0,,57.49999999999999,I,4.0,2.0,0,Padagogik
3966,1111104,9.0,0,3.84375,4.0,19,0.0,0,0,0,1,0,0,0.0,0.0,2.0,1,0,0,0,26.0,6,18.0,16.0,,61.5,I,24.0,6.0,1,Padagogik
436,1114339,1.0,0,0.0,,15,1.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0,0,0,22.0,6,2.0,0.0,,0.0,I,13.0,7.0,0,Padagogik
4046,1114339,2.0,0,8.5,13.0,16,1.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0,0,0,22.0,6,4.0,2.0,,17.0,I,42.0,16.0,1,Padagogik
4047,1114339,3.0,0,14.75,42.0,17,1.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0,0,0,22.0,6,6.0,4.0,,59.0,I,43.5,25.0,1,Padagogik
4048,1114339,4.0,0,20.5,43.5,18,1.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0,0,0,22.0,6,7.63561643835616,5.0,,102.5,X,16.0,9.0,1,Padagogik
438,1114523,1.0,0,0.0,,15,0.0,0,0,1,0,0,0,0.0,0.0,6.0,1,0,0,0,11.0,6,2.0,0.0,,0.0,I,43.0,24.0,1,Padagogik
4054,1114523,2.0,0,21.5,43.0,16,0.0,0,0,1,0,0,0,0.0,0.0,6.0,1,0,0,0,11.0,6,4.0,2.0,,43.0,I,48.0,20.0,1,Padagogik
4055,1114523,3.0,0,22.75,48.0,17,0.0,0,0,1,0,0,0,0.0,0.0,6.0,1,0,0,0,11.0,6,6.0,4.0,,91.0,I,20.0,10.0,1,Padagogik
4056,1114523,4.0,0,18.5,20.0,18,0.0,0,0,1,0,0,0,0.0,0.0,6.0,1,0,0,0,11.0,6,8.0,6.0,,111.0,X,4.0,2.0,1,Padagogik
4058,1114759,6.0,0,7.222222222222222,8.0,16,1.0,0,1,0,0,1,0,0.0,0.0,1.0,0,1,0,0,3.0,6,11.0,9.0,,65.0,I,38.0,14.0,1,Padagogik
4059,1114759,7.0,0,9.363636363636363,38.0,17,1.0,0,1,0,0,1,0,0.0,0.0,1.0,0,1,0,0,3.0,6,13.0,11.0,,103.0,I,13.0,6.0,0,Padagogik
4060,1114759,8.0,0,8.923076923076923,13.0,18,1.0,0,1,0,0,1,0,0.0,0.0,1.0,0,1,0,0,3.0,6,15.0,13.0,,116.0,I,10.0,6.0,0,Padagogik
4061,1114759,9.0,0,8.4,10.0,19,1.0,0,1,0,0,1,0,0.0,0.0,1.0,0,1,0,0,3.0,6,17.0,15.0,,126.0,I,30.0,16.0,1,Padagogik
445,1130209,1.0,0,0.0,,16,0.0,0,1,0,0,0,0,0.0,0.0,7.0,1,0,0,0,8.0,6,2.0,0.0,0.0,0.0,I,30.0,18.0,1,Padagogik
4076,1130209,2.0,0,15.0,30.0,17,0.0,0,1,0,0,0,0,0.0,0.0,7.0,1,0,0,0,8.0,6,4.0,2.0,0.0,30.0,I,15.0,8.0,1,Padagogik
4077,1130209,3.0,0,11.25,15.0,18,0.0,0,1,0,0,0,0,0.0,0.0,7.0,1,0,0,0,8.0,6,6.0,4.0,0.0,45.0,I,7.0,4.0,0,Padagogik
4078,1130209,4.0,0,8.666666666666666,7.0,19,0.0,0,1,0,0,0,0,0.0,0.0,7.0,1,0,0,0,8.0,6,8.0,6.0,0.0,52.0,I,33.5,12.0,1,Padagogik
451,1133026,1.0,0,0.0,,15,0.0,0,0,0,0,0,1,0.0,0.0,0.0,1,0,0,0,5.0,6,2.0,0.0,,0.0,I,33.0,20.0,1,Padagogik
4081,1133026,2.0,0,16.5,33.0,16,0.0,0,0,0,0,0,1,0.0,0.0,0.0,1,0,0,0,5.0,6,4.0,2.0,,33.0,I,16.0,8.0,1,Padagogik
4082,1133026,3.0,0,12.25,16.0,17,0.0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,0,0,5.0,6,6.0,4.0,,49.0,I,18.0,4.0,1,Padagogik
4083,1133026,4.0,0,13.4,18.0,18,0.0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,0,0,5.0,6,6.64109589041096,5.0,,67.0,X,0.0,0.0,1,Padagogik
455,1137082,1.0,0,0.0,,16,0.0,0,0,1,0,0,0,0.0,0.0,5.0,1,0,0,0,6.0,6,2.0,0.0,1.0,0.0,I,50.5,28.0,1,Padagogik
4087,1137082,2.0,0,25.25,50.5,17,0.0,0,0,1,0,0,0,0.0,0.0,5.0,1,0,0,0,6.0,6,4.0,2.0,1.0,50.5,I,21.0,12.0,1,Padagogik
4088,1137082,3.0,0,17.875,21.0,18,0.0,0,0,1,0,0,0,0.0,0.0,5.0,1,0,0,0,6.0,6,6.0,4.0,1.0,71.5,I,38.0,20.0,1,Padagogik
4089,1137082,4.0,0,21.9,38.0,19,0.0,0,0,1,0,0,0,0.0,0.0,5.0,1,0,0,0,6.0,6,7.74520547945205,5.0,1.0,109.5,X,47.5,19.0,1,Padagogik
460,1149010,1.0,1,0.0,,15,0.0,0,0,1,0,1,0,0.0,0.0,4.0,0,0,1,0,7.0,6,2.0,0.0,,0.0,I,22.0,13.0,1,Padagogik
4094,1149010,2.0,1,11.0,22.0,16,0.0,0,0,1,0,1,1,0.0,0.0,4.0,0,0,1,0,7.0,6,4.0,2.0,,22.0,I,16.0,8.0,1,Padagogik
4095,1149010,3.0,1,9.5,16.0,17,0.0,0,0,1,0,1,1,0.0,0.0,4.0,0,0,1,0,7.0,6,6.0,4.0,,38.0,I,48.0,26.0,1,Padagogik
4096,1149010,4.0,1,14.333333333333334,48.0,18,0.0,0,0,1,0,1,1,0.0,0.0,4.0,0,0,1,0,7.0,6,8.0,6.0,,86.0,I,12.0,6.0,0,Padagogik
4097,1149010,5.0,1,12.25,12.0,19,0.0,0,0,1,0,1,1,0.0,0.0,4.0,0,0,1,0,7.0,6,10.0,8.0,,98.0,I,33.5,12.0,1,Padagogik
4116,1193209,3.0,0,10.25,16.0,16,0.0,0,0,0,0,0,0,0.0,0.0,3.0,1,0,0,0,4.0,6,6.0,4.0,1.0,41.0,I,18.0,10.0,1,Padagogik
4117,1193209,4.0,0,9.833333333333334,18.0,17,0.0,0,0,0,0,0,0,0.0,0.0,3.0,1,0,0,0,4.0,6,8.0,6.0,1.0,59.0,I,20.0,10.0,1,Padagogik
4118,1193209,5.0,0,9.875,20.0,18,0.0,0,0,0,0,0,0,0.0,0.0,3.0,1,0,0,0,4.0,6,10.0,8.0,1.0,79.0,I,8.0,4.0,0,Padagogik
4119,1193209,6.0,0,9.666666666666666,8.0,19,0.0,0,0,0,0,0,0,0.0,0.0,3.0,1,0,0,0,4.0,6,11.586301369863,9.0,1.0,87.0,X,69.0,31.0,1,Padagogik
481,1210104,1.0,0,0.0,,16,0.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0,0,0,7.0,6,2.0,0.0,1.0,0.0,I,60.0,35.0,1,Padagogik
4141,1210104,2.0,0,30.0,60.0,17,0.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0,0,0,7.0,6,4.0,2.0,1.0,60.0,I,20.0,10.0,1,Padagogik
4142,1210104,3.0,0,20.0,20.0,18,0.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0,0,0,7.0,6,6.0,4.0,1.0,80.0,I,34.0,18.0,1,Padagogik
4143,1210104,4.0,0,22.8,34.0,19,0.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0,0,0,7.0,6,7.90958904109589,5.0,1.0,114.0,X,38.0,14.0,1,Padagogik
483,1210162,1.0,0,0.0,,16,1.0,1,0,0,0,0,0,0.0,0.0,4.0,1,0,0,0,4.0,6,2.0,0.0,,0.0,I,26.0,15.0,1,Padagogik
4144,1210162,2.0,0,13.0,26.0,17,1.0,1,0,0,0,0,0,0.0,0.0,4.0,1,0,0,0,4.0,6,4.0,2.0,,26.0,I,16.0,8.0,1,Padagogik
4145,1210162,3.0,0,10.5,16.0,18,1.0,1,0,0,0,0,0,0.0,0.0,4.0,1,0,0,0,4.0,6,6.0,4.0,,42.0,I,38.0,20.0,1,Padagogik
4146,1210162,4.0,0,16.0,38.0,19,1.0,1,0,0,0,0,0,0.0,0.0,4.0,1,0,0,0,4.0,6,7.68493150684932,5.0,,80.0,X,37.0,14.0,1,Padagogik
4150,1210332,4.0,0,13.0,40.0,16,0.0,0,1,0,0,0,0,0.0,0.0,1.0,0,1,0,0,2.0,6,8.0,6.0,,78.0,I,32.0,16.0,1,Padagogik
4151,1210332,5.0,0,13.75,32.0,17,0.0,0,1,0,0,0,0,0.0,0.0,1.0,0,1,0,0,2.0,6,10.0,8.0,,110.0,I,6.0,4.0,0,Padagogik
4152,1210332,6.0,0,11.6,6.0,18,0.0,0,1,0,0,0,0,0.0,0.0,1.0,0,1,0,0,2.0,6,12.0,10.0,,116.0,I,4.0,2.0,0,Padagogik
4153,1210332,7.0,0,10.0,4.0,19,0.0,0,1,0,0,0,0,0.0,0.0,1.0,0,1,0,0,2.0,6,14.0,12.0,,120.0,I,4.0,2.0,0,Padagogik
491,1210781,1.0,0,0.0,,16,0.0,0,1,0,0,0,1,0.0,0.0,4.0,1,0,0,0,5.0,6,2.0,0.0,1.0,0.0,I,14.0,9.0,1,Padagogik
4184,1210781,2.0,0,7.0,14.0,17,0.0,0,1,0,0,0,1,0.0,0.0,4.0,1,0,0,0,5.0,6,4.0,2.0,1.0,14.0,I,20.0,10.0,1,Padagogik
4185,1210781,3.0,0,8.5,20.0,18,0.0,0,1,0,0,0,1,0.0,0.0,4.0,1,0,0,0,5.0,6,6.0,4.0,1.0,34.0,I,53.0,28.0,1,Padagogik
4186,1210781,4.0,0,14.5,53.0,19,0.0,0,1,0,0,0,0,0.0,0.0,4.0,1,0,0,0,5.0,6,8.0,6.0,1.0,87.0,X,27.0,8.0,1,Padagogik
4189,1210812,4.0,1,9.0,26.0,16,0.0,1,0,0,0,0,0,0.0,0.0,1.0,1,0,0,0,3.0,6,8.0,6.0,,54.0,I,41.0,16.0,1,Padagogik
4190,1210812,5.0,1,11.875,41.0,17,0.0,1,0,0,0,0,0,0.0,0.0,1.0,1,0,0,0,3.0,6,10.0,8.0,,95.0,I,26.0,14.0,1,Padagogik
4191,1210812,6.0,1,12.1,26.0,18,0.0,1,0,0,0,0,0,0.0,0.0,1.0,1,0,0,0,3.0,6,12.0,10.0,,121.0,I,4.0,2.0,0,Padagogik
4192,1210812,7.0,1,10.416666666666666,4.0,19,0.0,1,0,0,0,0,0,0.0,0.0,1.0,1,0,0,0,3.0,6,14.0,12.0,,125.0,I,4.0,2.0,0,Padagogik
4197,1210913,3.0,0,13.0,20.0,16,0.0,1,0,0,0,0,0,0.0,0.0,3.0,1,0,0,0,3.0,6,6.0,4.0,,52.0,I,43.0,18.0,1,Padagogik
4198,1210913,4.0,0,15.833333333333334,43.0,17,0.0,1,0,0,0,0,0,0.0,0.0,3.0,1,0,0,0,3.0,6,8.0,6.0,,95.0,I,38.0,19.0,1,Padagogik
4199,1210913,5.0,0,16.625,38.0,18,0.0,1,0,0,0,0,0,0.0,0.0,3.0,1,0,0,0,3.0,6,10.0,8.0,,133.0,I,20.0,4.0,1,Padagogik
4200,1210913,6.0,0,15.3,20.0,19,0.0,1,0,0,0,0,0,0.0,0.0,3.0,1,0,0,0,3.0,6,12.0,10.0,,153.0,I,0.0,0.0,0,Padagogik
4206,1211017,3.0,0,12.75,37.0,16,0.0,1,0,0,0,0,1,0.0,0.0,2.0,1,0,0,0,2.0,6,6.0,4.0,1.0,51.0,I,27.0,14.0,1,Padagogik
4207,1211017,4.0,0,13.0,27.0,17,0.0,1,0,0,0,0,1,0.0,0.0,2.0,1,0,0,0,2.0,6,8.0,6.0,1.0,78.0,I,24.0,13.0,1,Padagogik
4208,1211017,5.0,0,12.75,24.0,18,0.0,1,0,0,0,0,1,0.0,0.0,2.0,1,0,0,0,2.0,6,10.0,8.0,1.0,102.0,I,18.0,10.0,1,Padagogik
4209,1211017,6.0,0,12.0,18.0,19,0.0,1,0,0,0,0,0,0.0,0.0,2.0,1,0,0,0,2.0,6,12.0,10.0,1.0,120.0,I,15.0,8.0,1,Padagogik
502,1211132,1.0,0,0.0,,15,0.0,0,0,0,0,0,1,0.0,0.0,3.0,1,0,0,0,4.0,6,2.0,0.0,,0.0,I,33.0,18.0,1,Padagogik
4219,1211132,2.0,0,16.5,33.0,16,0.0,0,0,0,0,0,0,0.0,0.0,3.0,1,0,0,0,4.0,6,4.0,2.0,,33.0,I,7.0,4.0,0,Padagogik
4220,1211132,3.0,0,10.0,7.0,17,0.0,0,0,0,0,0,0,0.0,0.0,3.0,1,0,0,0,4.0,6,6.0,4.0,,40.0,I,6.0,3.0,0,Padagogik
4221,1211132,4.0,0,7.666666666666667,6.0,18,0.0,0,0,0,0,0,0,0.0,0.0,3.0,1,0,0,0,4.0,6,8.0,6.0,,46.0,Z,0.0,0.0,0,Padagogik
503,1211193,1.0,0,0.0,,16,1.0,0,1,0,0,0,0,0.0,0.0,5.0,1,0,0,0,6.0,6,1.0,0.0,,0.0,I,3.0,2.0,0,Padagogik
4224,1211193,2.0,0,3.0,3.0,17,1.0,0,1,0,0,0,0,0.0,0.0,5.0,1,0,0,0,6.0,6,3.0,1.0,,3.0,I,36.0,21.0,1,Padagogik
4225,1211193,3.0,0,13.0,36.0,18,1.0,0,1,0,0,0,0,0.0,0.0,5.0,1,0,0,0,6.0,6,5.0,3.0,,39.0,I,42.0,22.0,1,Padagogik
4226,1211193,4.0,0,16.2,42.0,19,1.0,0,1,0,0,0,0,0.0,0.0,5.0,1,0,0,0,6.0,6,7.0,5.0,,81.0,I,53.0,22.0,1,Padagogik
4238,1211421,5.0,0,10.9375,9.0,16,0.0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,0,0,7.0,6,10.0,8.0,,87.5,I,17.0,10.0,1,Padagogik
4239,1211421,6.0,0,10.45,17.0,17,0.0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,0,0,7.0,6,12.0,10.0,,104.5,I,24.5,9.0,1,Padagogik
4240,1211421,7.0,0,10.75,24.5,18,0.0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,0,0,7.0,6,14.0,12.0,,129.0,I,24.5,13.0,1,Padagogik
4241,1211421,8.0,0,10.964285714285714,24.5,19,0.0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,0,0,7.0,6,16.0,14.0,,153.5,I,16.5,11.0,1,Padagogik
4242,1211431,4.0,0,14.75,34.0,16,0.0,0,1,0,0,0,0,0.0,0.0,1.0,0,1,0,0,3.0,6,8.0,6.0,,88.5,I,24.0,8.0,1,Padagogik
4243,1211431,5.0,0,14.0625,24.0,17,0.0,0,1,0,0,0,0,0.0,0.0,1.0,0,1,0,0,3.0,6,10.0,8.0,,112.5,I,28.0,14.0,1,Padagogik
4244,1211431,6.0,0,14.05,28.0,18,0.0,0,1,0,0,0,0,0.0,0.0,1.0,0,1,0,0,3.0,6,12.0,10.0,,140.5,I,6.0,3.0,0,Padagogik
4245,1211431,7.0,0,12.208333333333334,6.0,19,0.0,0,1,0,0,0,0,0.0,0.0,1.0,0,1,0,0,3.0,6,14.0,12.0,,146.5,I,11.5,7.0,0,Padagogik
514,1211849,1.0,0,0.0,,16,1.0,1,0,0,0,0,0,0.0,0.0,4.0,1,0,0,0,4.0,6,2.0,0.0,,0.0,I,35.0,19.0,1,Padagogik
4270,1211849,2.0,0,17.5,35.0,17,1.0,1,0,0,0,0,0,0.0,0.0,4.0,1,0,0,0,4.0,6,4.0,2.0,,35.0,I,34.0,18.0,1,Padagogik
4271,1211849,3.0,0,17.25,34.0,18,1.0,1,0,0,0,0,0,0.0,0.0,4.0,1,0,0,0,4.0,6,6.0,4.0,,69.0,I,25.0,8.0,1,Padagogik
4272,1211849,4.0,0,18.8,25.0,19,1.0,1,0,0,0,0,0,0.0,0.0,4.0,1,0,0,0,4.0,6,7.54794520547945,5.0,,94.0,X,12.0,6.0,1,Padagogik
524,1212481,1.0,0,0.0,,15,0.0,0,1,0,0,0,1,0.0,0.0,3.0,0,1,0,0,4.0,6,2.0,0.0,,0.0,I,26.0,15.0,1,Padagogik
4301,1212481,2.0,0,13.0,26.0,16,0.0,0,1,0,0,0,1,0.0,0.0,3.0,0,1,0,0,4.0,6,4.0,2.0,,26.0,I,24.0,12.0,1,Padagogik
4302,1212481,3.0,0,12.5,24.0,17,0.0,0,1,0,0,0,1,0.0,0.0,3.0,0,1,0,0,4.0,6,6.0,4.0,,50.0,I,35.0,14.0,1,Padagogik
4303,1212481,4.0,0,17.0,35.0,18,0.0,0,1,0,0,0,0,0.0,0.0,3.0,0,1,0,0,4.0,6,7.71232876712329,5.0,,85.0,X,21.0,10.0,1,Padagogik
4326,1212853,5.0,0,11.5625,27.0,16,0.0,1,0,0,0,0,0,0.0,0.0,1.0,1,0,0,0,1.0,6,10.0,8.0,,92.5,I,14.0,8.0,1,Padagogik
4327,1212853,6.0,0,10.65,14.0,17,0.0,1,0,0,0,0,0,0.0,0.0,1.0,1,0,0,0,1.0,6,12.0,10.0,,106.5,I,8.0,4.0,0,Padagogik
4328,1212853,7.0,0,9.541666666666666,8.0,18,0.0,1,0,0,0,0,0,0.0,0.0,1.0,1,0,0,0,1.0,6,14.0,12.0,,114.5,I,23.0,6.0,1,Padagogik
4329,1212853,8.0,0,10.576923076923077,23.0,19,0.0,1,0,0,0,0,0,0.0,0.0,1.0,1,0,0,0,1.0,6,15.3342465753425,13.0,,137.5,X,3.0,2.0,1,Padagogik
567,1214535,1.0,1,0.0,,15,0.0,1,0,0,0,0,1,0.0,0.0,6.0,1,0,0,0,9.0,6,2.0,0.0,1.0,0.0,I,6.0,5.0,0,Padagogik
4421,1214535,2.0,1,3.0,6.0,16,0.0,1,0,0,0,0,1,0.0,0.0,6.0,1,0,0,0,9.0,6,4.0,2.0,1.0,6.0,I,19.0,10.0,1,Padagogik
4422,1214535,3.0,1,6.25,19.0,17,0.0,1,0,0,0,0,1,0.0,0.0,6.0,1,0,0,0,9.0,6,6.0,4.0,1.0,25.0,I,4.0,2.0,0,Padagogik
4423,1214535,4.0,1,4.833333333333333,4.0,18,0.0,1,0,0,0,0,1,0.0,0.0,6.0,1,0,0,0,9.0,6,8.0,6.0,1.0,29.0,I,0.0,0.0,0,Padagogik
572,1214893,1.0,0,0.0,,15,1.0,0,0,1,0,1,0,0.0,0.0,5.0,0,0,0,1,7.0,6,2.0,0.0,,0.0,I,25.0,13.0,1,Padagogik
4442,1214893,2.0,0,12.5,25.0,16,1.0,0,0,1,0,1,0,0.0,0.0,5.0,0,0,0,1,7.0,6,4.0,2.0,,25.0,I,26.0,15.0,1,Padagogik
4443,1214893,3.0,0,12.75,26.0,17,1.0,0,0,1,0,1,0,0.0,0.0,5.0,0,0,0,1,7.0,6,6.0,4.0,,51.0,I,26.0,15.0,1,Padagogik
4444,1214893,4.0,0,12.833333333333334,26.0,18,1.0,0,0,1,0,1,0,0.0,0.0,5.0,0,0,0,1,7.0,6,8.0,6.0,,77.0,I,32.0,16.0,1,Padagogik
4445,1214893,5.0,0,13.625,32.0,19,1.0,0,0,1,0,1,0,0.0,0.0,5.0,0,0,0,1,7.0,6,10.0,8.0,,109.0,I,0.0,0.0,0,Padagogik
574,1220186,1.0,0,0.0,,16,0.0,1,0,0,0,0,0,0.0,0.0,4.0,1,0,0,0,6.0,6,2.0,0.0,,0.0,I,23.0,13.0,1,Padagogik
4452,1220186,2.0,0,11.5,23.0,17,0.0,1,0,0,0,0,0,0.0,0.0,4.0,1,0,0,0,6.0,6,4.0,2.0,,23.0,I,24.0,12.0,1,Padagogik
4453,1220186,3.0,0,11.75,24.0,18,0.0,1,0,0,0,0,0,0.0,0.0,4.0,1,0,0,0,6.0,6,6.0,4.0,,47.0,I,42.0,22.0,1,Padagogik
4454,1220186,4.0,0,17.8,42.0,19,0.0,1,0,0,0,0,0,0.0,0.0,4.0,1,0,0,0,6.0,6,7.39452054794521,5.0,,89.0,X,25.0,8.0,1,Padagogik
580,1235316,1.0,0,0.0,,16,0.0,1,0,0,0,0,1,0.0,0.0,4.0,1,0,0,0,4.0,6,2.0,0.0,,0.0,I,53.0,23.0,1,Padagogik
4461,1235316,2.0,0,26.5,53.0,17,0.0,1,0,0,0,0,1,0.0,0.0,4.0,1,0,0,0,4.0,6,4.0,2.0,,53.0,I,50.0,26.0,1,Padagogik
4462,1235316,3.0,0,25.75,50.0,18,0.0,1,0,0,0,0,0,0.0,0.0,4.0,1,0,0,0,4.0,6,6.0,4.0,,103.0,I,17.0,8.0,1,Padagogik
4463,1235316,4.0,0,24.0,17.0,19,0.0,1,0,0,0,0,0,0.0,0.0,4.0,1,0,0,0,4.0,6,7.24657534246575,5.0,,120.0,X,0.0,0.0,1,Padagogik
4473,1260097,3.0,0,11.0,15.0,16,0.0,0,1,0,0,0,0,0.0,0.0,2.0,1,0,0,0,3.0,6,6.0,4.0,,44.0,I,35.0,14.0,1,Padagogik
4474,1260097,4.0,0,13.166666666666666,35.0,17,0.0,0,1,0,0,0,0,0.0,0.0,2.0,1,0,0,0,3.0,6,8.0,6.0,,79.0,I,23.0,12.0,1,Padagogik
4475,1260097,5.0,0,12.75,23.0,18,0.0,0,1,0,0,0,0,0.0,0.0,2.0,1,0,0,0,3.0,6,10.0,8.0,,102.0,I,8.0,4.0,0,Padagogik
4476,1260097,6.0,0,12.22222222222222,8.0,19,0.0,0,1,0,0,0,0,0.0,0.0,2.0,1,0,0,0,3.0,6,10.0054794520548,9.0,,110.0,X,0.0,0.0,1,Padagogik
598,1293313,1.0,0,0.0,,16,0.0,0,0,0,0,0,0,0.0,0.0,7.0,1,0,0,0,8.0,6,2.0,0.0,,0.0,I,44.0,25.0,1,Padagogik
4492,1293313,2.0,0,22.0,44.0,17,0.0,0,0,0,0,0,0,0.0,0.0,7.0,1,0,0,0,8.0,6,4.0,2.0,,44.0,I,43.0,24.0,1,Padagogik
4493,1293313,3.0,0,21.75,43.0,18,0.0,0,0,0,0,0,0,0.0,0.0,7.0,1,0,0,0,8.0,6,6.0,4.0,,87.0,I,15.0,8.0,1,Padagogik
4494,1293313,4.0,0,20.4,15.0,19,0.0,0,0,0,0,0,0,0.0,0.0,7.0,1,0,0,0,8.0,6,7.5972602739726,5.0,,102.0,X,31.0,10.0,1,Padagogik
609,1310348,1.0,0,0.0,,15,0.0,1,0,0,0,0,1,0.0,0.0,2.0,0,1,0,0,2.0,6,2.0,0.0,1.0,0.0,I,17.0,10.0,1,Padagogik
4519,1310348,2.0,0,8.5,17.0,16,0.0,1,0,0,0,0,2,0.0,0.0,2.0,0,1,0,0,2.0,6,4.0,2.0,1.0,17.0,I,4.0,2.0,0,Padagogik
4520,1310348,3.0,0,5.25,4.0,17,0.0,1,0,0,0,0,1,0.0,0.0,2.0,0,1,0,0,2.0,6,6.0,4.0,1.0,21.0,I,8.0,2.0,0,Padagogik
4521,1310348,4.0,0,4.833333333333333,8.0,18,0.0,1,0,0,0,0,0,0.0,0.0,2.0,0,1,0,0,2.0,6,8.0,6.0,1.0,29.0,Z,0.0,0.0,0,Padagogik
614,1310436,1.0,0,0.0,,15,0.0,1,0,0,0,0,1,0.0,0.0,2.0,1,0,0,0,3.0,6,2.0,0.0,1.0,0.0,I,36.0,21.0,1,Padagogik
4532,1310436,2.0,0,18.0,36.0,16,0.0,1,0,0,0,0,0,0.0,0.0,2.0,1,0,0,0,3.0,6,4.0,2.0,1.0,36.0,I,21.5,11.0,1,Padagogik
4533,1310436,3.0,0,14.375,21.5,17,0.0,1,0,0,0,0,0,0.0,0.0,2.0,1,0,0,0,3.0,6,6.0,4.0,1.0,57.5,I,20.0,12.0,1,Padagogik
4534,1310436,4.0,0,12.916666666666666,20.0,18,0.0,1,0,0,0,0,0,0.0,0.0,2.0,1,0,0,0,3.0,6,8.0,6.0,1.0,77.5,I,20.0,10.0,1,Padagogik
4535,1310436,5.0,0,12.1875,20.0,19,0.0,1,0,0,0,0,0,0.0,0.0,2.0,1,0,0,0,3.0,6,10.0,8.0,1.0,97.5,I,26.0,8.0,1,Padagogik
